Id,drugName,condition,rating,date,usefulCount
68538,Excedrin,Migraine,1,2016/3/25,2
68534,Excedrin,Migraine,10,2016/6/24,1
68545,Excedrin,Migraine,2,2009/10/20,8
212616,Excedrin Back & Body,Back Pain,8,2009/1/10,9
162217,Excedrin PM,Insomnia,10,2008/3/11,24
160081,Excedrin Quick Tab,Headache,9,2015/5/27,0
156817,Excedrin Tension Headache,7</span> users found this comment helpful.,10,2012/2/19,7
156818,Excedrin Tension Headache,Headache,10,2011/11/24,12
48336,Exelon,Alzheimer's Disease,9,2010/2/21,51
48332,Exelon,Parkinson's Disease,8,2014/9/18,19
48326,Exelon,Alzheimer's Disease,10,2016/2/2,11
173528,Exemestane,Breast Cance,1,2016/11/21,15
173535,Exemestane,Breast Cance,2,2016/3/21,24
173531,Exemestane,Breast Cance,1,2016/8/18,58
173524,Exemestane,Breast Cance,1,2017/4/20,12
173541,Exemestane,Breast Cance,5,2015/4/16,44
173518,Exemestane,Breast Cance,10,2017/8/22,3
173527,Exemestane,Breast Cance,3,2016/12/6,20
198368,Exenatide,"Diabetes, Type 2",7,2017/5/20,7
198382,Exenatide,"Diabetes, Type 2",8,2017/3/7,14
198401,Exenatide,"Diabetes, Type 2",8,2014/3/2,62
198309,Exenatide,"Diabetes, Type 2",2,2016/9/6,16
198454,Exenatide,"Diabetes, Type 2",9,2012/7/17,35
198291,Exenatide,"Diabetes, Type 2",10,2017/2/9,14
198366,Exenatide,"Diabetes, Type 2",10,2017/6/1,0
198347,Exenatide,"Diabetes, Type 2",8,2015/5/4,23
198326,Exenatide,"Diabetes, Type 2",9,2015/11/17,28
198406,Exenatide,"Diabetes, Type 2",10,2014/1/4,5
198363,Exenatide,"Diabetes, Type 2",6,2014/12/4,26
198386,Exenatide,"Diabetes, Type 2",7,2017/3/1,18
198448,Exenatide,"Diabetes, Type 2",9,2012/10/8,56
198260,Exenatide,"Diabetes, Type 2",5,2017/7/18,2
198511,Exenatide,"Diabetes, Type 2",10,2009/6/22,51
198316,Exenatide,"Diabetes, Type 2",1,2016/1/20,14
198250,Exenatide,"Diabetes, Type 2",2,2017/8/31,1
198384,Exenatide,"Diabetes, Type 2",10,2017/3/4,16
198283,Exenatide,"Diabetes, Type 2",1,2016/4/6,25
198485,Exenatide,"Diabetes, Type 2",9,2008/4/22,4
198350,Exenatide,"Diabetes, Type 2",10,2015/4/18,41
198335,Exenatide,"Diabetes, Type 2",9,2015/7/21,40
198267,Exenatide,"Diabetes, Type 2",7,2016/6/12,18
198336,Exenatide,"Diabetes, Type 2",10,2015/7/21,39
198321,Exenatide,"Diabetes, Type 2",2,2015/12/16,6
198452,Exenatide,"Diabetes, Type 2",9,2012/8/7,38
198298,Exenatide,"Diabetes, Type 2",3,2016/11/28,11
198355,Exenatide,"Diabetes, Type 2",5,2015/4/10,27
198364,Exenatide,"Diabetes, Type 2",8,2014/8/31,79
198402,Exenatide,,8,2014/2/26,20
198398,Exenatide,"Diabetes, Type 2",8,2014/3/8,72
198342,Exenatide,"Diabetes, Type 2",9,2015/5/18,28
198480,Exenatide,"Diabetes, Type 2",10,2008/6/20,56
198360,Exenatide,"Diabetes, Type 2",10,2014/12/17,57
198400,Exenatide,"Diabetes, Type 2",10,2014/3/6,48
198265,Exenatide,"Diabetes, Type 2",7,2016/6/20,10
198256,Exenatide,"Diabetes, Type 2",1,2017/7/31,3
198430,Exenatide,"Diabetes, Type 2",10,2013/5/24,52
198280,Exenatide,"Diabetes, Type 2",9,2016/4/30,11
198299,Exenatide,"Diabetes, Type 2",3,2016/11/25,0
198275,Exenatide,"Diabetes, Type 2",10,2016/5/16,34
198500,Exenatide,"Diabetes, Type 2",10,2010/1/25,21
198266,Exenatide,"Diabetes, Type 2",10,2016/6/14,25
198419,Exenatide,"Diabetes, Type 2",10,2013/8/6,33
198465,Exenatide,"Diabetes, Type 2",8,2011/12/3,25
198453,Exenatide,"Diabetes, Type 2",8,2012/7/25,19
198427,Exenatide,"Diabetes, Type 2",9,2013/5/31,27
198332,Exenatide,"Diabetes, Type 2",10,2015/7/31,72
198268,Exenatide,"Diabetes, Type 2",7,2016/6/11,18
198357,Exenatide,"Diabetes, Type 2",5,2015/3/18,13
198289,Exenatide,"Diabetes, Type 2",10,2016/1/31,5
198499,Exenatide,"Diabetes, Type 2",8,2010/1/26,15
198483,Exenatide,"Diabetes, Type 2",8,2008/5/28,68
198358,Exenatide,"Diabetes, Type 2",10,2015/3/15,41
112732,Exforge,High Blood Pressure,8,2009/12/28,32
112735,Exforge,High Blood Pressure,6,2009/10/23,36
112742,Exforge,High Blood Pressure,7,2009/4/29,27
112759,Exforge,High Blood Pressure,4,2013/1/29,58
112734,Exforge,High Blood Pressure,9,2009/11/15,23
112753,Exforge,High Blood Pressure,3,2015/9/19,8
112766,Exforge,High Blood Pressure,2,2011/7/22,44
112768,Exforge,High Blood Pressure,9,2011/1/26,28
112751,Exforge,High Blood Pressure,9,2016/2/15,5
112731,Exforge,High Blood Pressure,6,2010/1/6,59
112769,Exforge,High Blood Pressure,9,2010/8/29,29
112738,Exforge,High Blood Pressure,1,2009/9/5,24
204281,Exforge HCT,High Blood Pressure,10,2017/11/17,0
204284,Exforge HCT,High Blood Pressure,9,2011/10/5,25
204283,Exforge HCT,High Blood Pressure,10,2013/1/5,15
131132,Exparel,Pain,10,2016/7/26,4
78856,Exubera,"Diabetes, Type 2",10,2009/12/11,3
229275,Eyebright,Nasal Congestion,10,2013/5/4,7
60453,Eylea,Diabetic Macular Edema,9,2015/3/7,17
60445,Eylea,Macular Degeneration,8,2017/7/28,1
60447,Eylea,Macular Degeneration,8,2016/12/11,8
60448,Eylea,Diabetic Macular Edema,2,2016/4/22,3
53252,Ezetimibe,"High Cholesterol, Familial Heterozygous",1,2013/6/15,86
53251,Ezetimibe,High Cholesterol,7,2013/6/25,121
53283,Ezetimibe,High Cholesterol,10,2016/8/5,30
53291,Ezetimibe,High Cholesterol,1,2015/9/8,40
53292,Ezetimibe,High Cholesterol,1,2015/2/6,78
53273,Ezetimibe,"High Cholesterol, Familial Heterozygous",4,2017/6/18,9
53276,Ezetimibe,,5,2017/3/25,17
53259,Ezetimibe,High Cholesterol,10,2011/9/20,83
76062,Ezetimibe / simvastatin,High Cholesterol,10,2014/7/6,17
76071,Ezetimibe / simvastatin,High Cholesterol,10,2009/11/8,10
76075,Ezetimibe / simvastatin,High Cholesterol,9,2008/10/31,35
76074,Ezetimibe / simvastatin,High Cholesterol,9,2008/11/27,20
76066,Ezetimibe / simvastatin,High Cholesterol,8,2011/3/30,19
133931,Factive,Strep Throat,9,2009/1/14,7
86795,Falmina,Birth Control,1,2016/10/2,1
86806,Falmina,Abnormal Uterine Bleeding,9,2016/2/9,4
86776,Falmina,Polycystic Ovary Syndrome,8,2017/8/10,0
86779,Falmina,Birth Control,3,2017/6/28,3
86802,Falmina,Birth Control,2,2016/6/16,2
86778,Falmina,Birth Control,4,2017/7/1,1
86786,Falmina,Birth Control,4,2017/3/10,1
86805,Falmina,Birth Control,2,2016/3/3,4
86785,Falmina,Birth Control,1,2017/3/18,2
86774,Falmina,Birth Control,10,2017/8/20,1
186972,Famciclovir,Cold Sores,10,2014/12/22,23
186955,Famciclovir,Cold Sores,10,2017/8/11,0
186965,Famciclovir,Cold Sores,10,2015/10/24,26
186951,Famciclovir,Cold Sores,10,2017/12/4,0
186967,Famciclovir,Cold Sores,10,2015/6/25,9
187024,Famciclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",9,2009/9/17,11
187019,Famciclovir,Cold Sores,6,2011/10/6,11
186969,Famciclovir,Cold Sores,10,2015/3/16,27
187021,Famciclovir,Cold Sores,6,2011/5/8,18
186960,Famciclovir,Cold Sores,6,2016/7/15,0
186959,Famciclovir,Cold Sores,9,2016/9/15,24
187017,Famciclovir,Cold Sores,10,2013/7/16,28
186953,Famciclovir,Cold Sores,1,2017/10/10,0
93558,Famotidine,,8,2010/4/22,14
93555,Famotidine,GERD,10,2011/11/30,14
93556,Famotidine,GERD,5,2011/3/8,15
93553,Famotidine,GERD,10,2013/10/27,18
93564,Famotidine,Peptic Ulce,7,2008/5/19,11
93552,Famotidine,GERD,9,2014/11/15,11
195144,Famotidine / ibuprofen,Osteoarthritis,10,2017/3/3,6
195154,Famotidine / ibuprofen,Osteoarthritis,6,2015/3/30,11
195151,Famotidine / ibuprofen,Osteoarthritis,9,2015/10/29,0
195150,Famotidine / ibuprofen,Osteoarthritis,8,2015/11/10,0
176077,Famvir,Cold Sores,8,2010/8/11,26
176075,Famvir,Cold Sores,6,2011/10/6,11
176083,Famvir,Herpes Zoste,8,2008/6/1,41
176078,Famvir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",9,2009/9/17,11
176072,Famvir,Herpes Zoste,9,2017/1/21,7
131535,Fanapt,Schizophrenia,1,2013/5/7,10
131538,Fanapt,Schizophrenia,8,2012/10/24,19
131540,Fanapt,Schizophrenia,8,2011/10/25,36
131529,Fanapt,Schizophrenia,4,2016/2/21,7
131545,Fanapt,Psychosis,2,2010/3/26,29
110922,Farxiga,"Diabetes, Type 2",9,2015/1/28,30
110914,Farxiga,"Diabetes, Type 2",7,2015/6/16,9
110879,Farxiga,"Diabetes, Type 2",5,2016/12/29,12
110892,Farxiga,"Diabetes, Type 2",6,2016/4/30,15
110907,Farxiga,"Diabetes, Type 2",1,2015/10/15,20
110924,Farxiga,"Diabetes, Type 2",1,2015/1/3,36
110872,Farxiga,"Diabetes, Type 2",1,2017/3/27,12
110871,Farxiga,"Diabetes, Type 2",1,2017/4/5,17
110863,Farxiga,"Diabetes, Type 2",2,2017/11/26,0
110901,Farxiga,"Diabetes, Type 2",9,2016/1/27,23
110909,Farxiga,"Diabetes, Type 2",1,2015/9/23,25
110923,Farxiga,"Diabetes, Type 2",1,2015/1/14,45
110898,Farxiga,"Diabetes, Type 2",10,2016/3/17,13
110912,Farxiga,"Diabetes, Type 2",10,2015/8/10,22
110896,Farxiga,"Diabetes, Type 2",7,2016/3/28,12
11962,Fastin,Weight Loss,10,2016/10/7,20
11937,Fastin,Weight Loss,8,2014/10/14,100
11936,Fastin,Weight Loss,10,2014/10/24,86
11977,Fastin,Weight Loss,10,2013/8/30,115
11932,Fastin,Weight Loss,3,2015/4/13,48
11929,Fastin,Weight Loss,10,2015/6/3,99
11931,Fastin,Weight Loss,8,2015/5/13,136
11945,Fastin,Weight Loss,10,2013/11/24,150
11979,Fastin,Weight Loss,10,2012/9/7,55
11944,Fastin,Obesity,10,2013/12/8,73
11966,Fastin,Weight Loss,1,2016/6/29,41
11965,Fastin,Weight Loss,1,2016/7/12,21
3621,Febuxostat,Gout,10,2014/2/15,42
3648,Febuxostat,Gout,10,2016/5/8,19
3619,Febuxostat,Gout,9,2014/3/26,56
3629,Febuxostat,Gout,10,2009/10/30,70
3643,Febuxostat,Gout,9,2017/2/20,8
3627,Febuxostat,Gout,7,2011/10/2,34
3631,Febuxostat,Gout,6,2009/8/19,113
3620,Febuxostat,Gout,10,2014/2/26,36
3641,Febuxostat,Gout,1,2017/5/4,6
36907,Feen-A-Mint,Constipation,10,2010/8/13,20
206972,Felbamate,Epilepsy,10,2011/1/14,11
206971,Felbamate,Epilepsy,9,2011/7/3,13
206969,Felbamate,Epilepsy,9,2015/10/20,4
206970,Felbamate,Epilepsy,10,2013/10/12,13
42122,Felbatol,Epilepsy,9,2011/7/3,13
127460,Feldene,Pain,7,2017/11/5,1
127468,Feldene,Rheumatoid Arthritis,9,2009/7/26,12
222245,Felodipine,Raynaud's Syndrome,9,2012/9/5,16
222249,Felodipine,High Blood Pressure,2,2009/4/30,23
229872,Femara,Breast Cance,9,2009/4/6,159
229932,Femara,Breast Cance,7,2015/9/26,56
229856,Femara,Breast Cance,8,2012/4/23,99
229941,Femara,"Breast Cancer, Adjuvant",5,2014/7/19,108
229859,Femara,"Breast Cancer, Metastatic",5,2012/3/3,90
229939,Femara,Breast Cance,1,2015/1/26,136
229942,Femara,emale Infertility,10,2014/4/23,75
229925,Femara,Breast Cance,1,2016/9/9,43
229923,Femara,Breast Cance,10,2017/5/15,33
229937,Femara,"Breast Cancer, Adjuvant",1,2015/5/29,37
229851,Femara,"Breast Cancer, Metastatic",10,2013/6/5,122
229871,Femara,Breast Cance,5,2009/7/9,246
229930,Femara,Breast Cance,10,2015/11/30,69
203573,Femcon Fe,Birth Control,8,2011/4/11,4
203569,Femcon Fe,Birth Control,10,2016/6/30,2
53299,femhrt,Menstrual Disorders,10,2010/10/6,7
53298,femhrt,Postmenopausal Symptoms,9,2010/11/22,28
53295,femhrt,Acne,8,2014/10/28,2
148330,Femring,Postmenopausal Symptoms,10,2016/2/20,11
148333,Femring,Postmenopausal Symptoms,10,2015/11/2,12
27366,Fenofibrate,"Hyperlipoproteinemia Type IIa, Elevated LDL",7,2015/4/11,13
27316,Fenofibrate,Hypertriglyceridemia,1,2009/12/4,95
27355,Fenofibrate,Hypertriglyceridemia,1,2017/6/11,4
27353,Fenofibrate,Hypertriglyceridemia,10,2017/6/27,4
27314,Fenofibrate,Hypertriglyceridemia,10,2010/3/6,118
27376,Fenofibrate,Hypertriglyceridemia,10,2011/6/28,67
80473,Fenofibric acid,High Cholesterol,10,2009/8/4,31
80465,Fenofibric acid,Hypertriglyceridemia,1,2010/12/1,20
1013,Fenoprofen,Rheumatoid Arthritis,9,2013/1/26,0
36834,Fentanyl,Pain,8,2008/8/12,7
36763,Fentanyl,Pain,4,2009/4/24,65
36835,Fentanyl,Not Listed / Othe,7,2008/8/9,4
36661,Fentanyl,Pain,9,2010/10/5,14
36560,Fentanyl,Chronic Pain,10,2015/10/27,45
36509,Fentanyl,Dercum's Disease,10,2015/2/19,19
36589,Fentanyl,Chronic Pain,9,2014/3/10,43
36402,Fentanyl,Chronic Pain,9,2017/1/30,19
36752,Fentanyl,Pain,9,2009/7/24,7
36636,Fentanyl,Pain,6,2011/11/26,10
36551,Fentanyl,Chronic Pain,1,2016/2/11,19
36576,Fentanyl,Chronic Pain,9,2014/6/20,13
36836,Fentanyl,Pain,7,2008/8/9,72
36694,Fentanyl,Pain,8,2010/5/28,7
36759,Fentanyl,Pain,9,2009/5/20,14
36695,Fentanyl,Pain,8,2010/5/4,69
36557,Fentanyl,Pain,9,2015/12/6,3
36502,Fentanyl,Chronic Pain,10,2015/5/4,14
36586,Fentanyl,Chronic Pain,6,2014/4/3,15
36674,Fentanyl,Chronic Pain,8,2013/1/31,59
36556,Fentanyl,Pain,9,2015/12/6,8
36838,Fentanyl,Not Listed / Othe,9,2008/8/6,9
36398,Fentanyl,Chronic Pain,8,2017/3/23,14
36605,Fentanyl,Dercum's Disease,10,2013/10/26,28
36644,Fentanyl,Breakthrough Pain,10,2011/10/12,49
36672,Fentanyl,Chronic Pain,7,2013/2/18,36
36628,Fentanyl,Breakthrough Pain,10,2012/3/10,40
36667,Fentanyl,Chronic Pain,7,2013/5/12,14
36580,Fentanyl,Chronic Pain,9,2014/5/23,54
36585,Fentanyl,Chronic Pain,8,2014/4/7,30
36705,Fentanyl,Pain,9,2010/2/5,14
36745,Fentanyl,Pain,8,2009/8/10,8
36839,Fentanyl,Pain,8,2008/7/16,12
36520,Fentanyl,Pain,10,2016/12/7,6
36760,Fentanyl,Pain,10,2009/5/1,5
36391,Fentanyl,Chronic Pain,10,2017/5/25,9
36627,Fentanyl,Pain,9,2012/4/2,13
36554,Fentanyl,Chronic Pain,6,2016/1/16,21
36755,Fentanyl,Pain,8,2009/6/28,6
36390,Fentanyl,Chronic Pain,8,2017/6/11,12
36761,Fentanyl,Pain,7,2009/4/29,106
36579,Fentanyl,Chronic Pain,8,2014/5/25,8
36626,Fentanyl,Pain,9,2012/4/4,17
36536,Fentanyl,Chronic Pain,8,2016/8/27,13
36703,Fentanyl,Pain,9,2010/2/15,12
36548,Fentanyl,Chronic Pain,7,2016/4/20,7
36809,Fentanyl,Breakthrough Pain,10,2008/12/8,66
36553,Fentanyl,Chronic Pain,10,2016/1/18,18
36792,Fentanyl,Pain,9,2009/4/3,39
36640,Fentanyl,Pain,3,2011/11/10,36
36506,Fentanyl,Breakthrough Pain,10,2015/3/15,16
36575,Fentanyl,Chronic Pain,10,2014/7/9,32
36566,Fentanyl,Chronic Pain,10,2015/8/21,37
36757,Fentanyl,Pain,9,2009/6/20,7
36649,Fentanyl,Pain,7,2011/7/1,42
36634,Fentanyl,Breakthrough Pain,10,2012/1/9,40
36795,Fentanyl,Breakthrough Pain,8,2009/3/15,15
36753,Fentanyl,Pain,8,2009/7/15,12
36702,Fentanyl,Pain,10,2010/2/25,62
36656,Fentanyl,Pain,10,2011/4/19,14
36681,Fentanyl,Chronic Pain,1,2012/10/31,22
36508,Fentanyl,Chronic Pain,10,2015/3/6,24
36513,Fentanyl,Chronic Pain,10,2014/11/4,26
36690,Fentanyl,Chronic Pain,10,2012/8/9,23
36584,Fentanyl,Chronic Pain,9,2014/4/9,14
36530,Fentanyl,Pain,10,2016/10/6,12
36564,Fentanyl,Chronic Pain,8,2015/9/14,28
36698,Fentanyl,Pain,7,2010/4/3,44
36804,Fentanyl,Sedation,10,2009/1/30,22
36837,Fentanyl,Pain,10,2008/8/8,33
36714,Fentanyl,Pain,9,2009/10/24,35
36571,Fentanyl,Dercum's Disease,8,2014/8/15,12
36689,Fentanyl,Chronic Pain,10,2012/8/16,44
36510,Fentanyl,Chronic Pain,8,2015/2/11,28
36758,Fentanyl,Pain,1,2009/6/2,12
36616,Fentanyl,Chronic Pain,8,2013/7/2,49
36595,Fentanyl,Chronic Pain,10,2014/1/16,11
36856,Fentanyl,Pain,7,2008/3/5,129
36611,Fentanyl,Chronic Pain,7,2013/8/22,35
36766,Fentanyl,Pain,9,2009/4/6,22
36516,Fentanyl,Chronic Pain,4,2014/10/9,28
36650,Fentanyl,Pain,9,2011/6/26,14
36587,Fentanyl,Chronic Pain,10,2014/3/14,52
36601,Fentanyl,Chronic Pain,10,2013/11/13,71
36857,Fentanyl,Pain,10,2008/2/28,100
36641,Fentanyl,Pain,8,2011/11/1,14
36671,Fentanyl,Chronic Pain,10,2013/3/8,95
36808,Fentanyl,Pain,10,2008/12/16,7
36651,Fentanyl,Pain,10,2011/6/25,11
36800,Fentanyl,Pain,3,2009/2/6,12
36840,Fentanyl,Pain,9,2008/7/2,90
36568,Fentanyl,Chronic Pain,3,2014/9/19,39
203158,Fentanyl Transdermal System,Pain,10,2012/4/23,72
203119,Fentanyl Transdermal System,Pain,7,2016/5/16,14
203131,Fentanyl Transdermal System,Chronic Pain,8,2014/5/15,40
203141,Fentanyl Transdermal System,Chronic Pain,10,2013/8/8,102
203112,Fentanyl Transdermal System,Chronic Pain,6,2016/11/26,5
203146,Fentanyl Transdermal System,Chronic Pain,9,2013/4/19,37
203145,Fentanyl Transdermal System,Chronic Pain,10,2013/5/2,47
203237,Fentanyl Transdermal System,Pain,3,2011/11/10,36
203130,Fentanyl Transdermal System,Chronic Pain,9,2014/5/23,54
203156,Fentanyl Transdermal System,Chronic Pain,10,2012/8/16,44
203238,Fentanyl Transdermal System,Pain,7,2011/7/1,42
203248,Fentanyl Transdermal System,Pain,7,2009/4/29,106
203117,Fentanyl Transdermal System,Chronic Pain,8,2016/8/27,13
203135,Fentanyl Transdermal System,Chronic Pain,10,2014/3/8,41
203114,Fentanyl Transdermal System,Chronic Pain,4,2016/11/10,18
203118,Fentanyl Transdermal System,Chronic Pain,10,2016/8/5,13
203126,Fentanyl Transdermal System,Chronic Pain,3,2014/9/19,39
203147,Fentanyl Transdermal System,Chronic Pain,7,2013/2/18,36
203137,Fentanyl Transdermal System,Chronic Pain,8,2014/2/12,35
203251,Fentanyl Transdermal System,Pain,8,2008/11/29,33
196293,Fentora,Breakthrough Pain,10,2011/10/12,49
196296,Fentora,Pain,10,2008/8/18,46
196294,Fentora,Breakthrough Pain,10,2010/6/2,53
40210,Fenugreek,Herbal Supplementation,10,2015/7/21,8
197785,Feosol Original,Anemia Associated with Chronic Renal Failure,9,2014/2/20,8
51434,Feraheme,Iron Deficiency Anemia,10,2013/9/20,20
180128,Ferric citrate,Hyperphosphatemia of Renal Failure,3,2016/11/28,6
137664,Ferrous fumarate / iron polysaccharide,Iron Deficiency Anemia,10,2010/8/17,26
47416,Ferrous gluconate,Iron Deficiency Anemia,10,2009/6/24,20
210493,Ferrous sulfate,Iron Deficiency Anemia,10,2011/8/1,91
210486,Ferrous sulfate,Iron Deficiency Anemia,3,2016/12/1,10
210482,Ferrous sulfate,Iron Deficiency Anemia,2,2017/9/19,4
210491,Ferrous sulfate,Iron Deficiency Anemia,8,2013/11/15,69
210490,Ferrous sulfate,Anemia Associated with Chronic Renal Failure,9,2014/2/20,8
210495,Ferrous sulfate,Vitamin/Mineral Supplementation and Deficiency,10,2009/4/17,18
210485,Ferrous sulfate,Iron Deficiency Anemia,10,2017/6/27,2
207154,Fesoterodine,Overactive Bladde,4,2016/10/12,16
207134,Fesoterodine,Overactive Bladde,5,2011/12/28,34
207157,Fesoterodine,Overactive Bladde,5,2016/5/11,26
207139,Fesoterodine,Overactive Bladde,5,2011/3/3,24
207148,Fesoterodine,Overactive Bladde,1,2009/8/13,23
207164,Fesoterodine,Overactive Bladde,8,2013/12/30,21
207165,Fesoterodine,Overactive Bladde,2,2013/11/4,49
207145,Fesoterodine,Overactive Bladde,1,2010/6/19,22
207156,Fesoterodine,Overactive Bladde,8,2016/8/18,22
207160,Fesoterodine,Overactive Bladde,5,2015/9/12,15
207152,Fesoterodine,Urinary Incontinence,9,2017/2/22,10
118413,Fetzima,Depression,10,2016/5/9,75
118507,Fetzima,Depression,1,2015/7/8,41
118436,Fetzima,Major Depressive Disorde,1,2017/3/29,11
118500,Fetzima,Major Depressive Disorde,5,2015/9/4,10
118459,Fetzima,Depression,6,2016/1/13,40
118506,Fetzima,Depression,4,2015/7/9,25
118515,Fetzima,Depression,10,2014/2/27,270
118494,Fetzima,Major Depressive Disorde,2,2015/9/26,25
118487,Fetzima,Major Depressive Disorde,3,2014/5/1,45
118489,Fetzima,Depression,10,2014/4/2,153
118454,Fetzima,Major Depressive Disorde,1,2016/1/29,22
118484,Fetzima,Depression,2,2014/5/27,47
118392,Fetzima,Major Depressive Disorde,9,2016/12/2,24
118471,Fetzima,Depression,7,2015/1/22,74
118497,Fetzima,Major Depressive Disorde,2,2015/9/18,18
118488,Fetzima,Depression,8,2014/4/17,127
118396,Fetzima,Depression,1,2016/11/10,16
118441,Fetzima,Major Depressive Disorde,9,2016/4/21,43
118394,Fetzima,Depression,1,2016/11/25,16
118427,Fetzima,Major Depressive Disorde,9,2017/7/5,15
118511,Fetzima,Depression,5,2015/5/15,51
118402,Fetzima,Major Depressive Disorde,10,2016/9/28,16
118447,Fetzima,Major Depressive Disorde,1,2016/3/4,19
118393,Fetzima,Depression,8,2016/11/28,26
118440,Fetzima,Depression,1,2016/4/21,22
118467,Fetzima,Major Depressive Disorde,1,2015/3/24,30
118477,Fetzima,Depression,3,2014/8/11,40
118486,Fetzima,Depression,2,2014/5/14,32
118474,Fetzima,Depression,4,2014/10/17,59
118416,Fetzima,Major Depressive Disorde,1,2017/11/30,0
118499,Fetzima,Major Depressive Disorde,1,2015/9/5,8
118391,Fetzima,Depression,1,2016/12/23,16
118452,Fetzima,Depression,8,2016/2/12,35
118466,Fetzima,Depression,3,2015/3/27,24
118457,Fetzima,Major Depressive Disorde,8,2016/1/14,47
118478,Fetzima,Major Depressive Disorde,7,2014/8/7,155
215105,Fexofenadine,Urticaria,10,2012/2/27,64
215031,Fexofenadine,Allergic Rhinitis,9,2017/5/11,4
215074,Fexofenadine,Allergic Rhinitis,10,2015/8/9,3
215087,Fexofenadine,Allergic Rhinitis,5,2013/11/20,16
215028,Fexofenadine,Urticaria,2,2017/8/11,4
215040,Fexofenadine,Allergic Rhinitis,1,2016/8/20,8
215050,Fexofenadine,Urticaria,2,2016/5/6,3
215073,Fexofenadine,Allergic Rhinitis,10,2015/8/26,5
215064,Fexofenadine,Allergic Rhinitis,1,2016/3/22,3
215030,Fexofenadine,Allergic Rhinitis,8,2017/6/17,0
215051,Fexofenadine,Allergic Rhinitis,1,2016/5/2,13
215034,Fexofenadine,Allergic Rhinitis,9,2017/2/7,6
215048,Fexofenadine,Allergic Rhinitis,1,2016/5/30,2
215109,Fexofenadine,Allergic Rhinitis,9,2011/6/7,11
215107,Fexofenadine,Urticaria,10,2011/7/27,64
215036,Fexofenadine,Urticaria,10,2017/1/17,2
215115,Fexofenadine,Urticaria,10,2011/2/26,49
215093,Fexofenadine,Allergic Rhinitis,5,2013/4/24,10
215061,Fexofenadine,Allergic Rhinitis,1,2016/4/11,2
215111,Fexofenadine,,5,2011/4/18,9
215118,Fexofenadine,Allergic Rhinitis,10,2009/12/20,39
215090,Fexofenadine,Allergic Rhinitis,5,2013/5/23,38
186817,Fexofenadine / pseudoephedrine,Allergic Rhinitis,7,2016/10/14,2
186847,Fexofenadine / pseudoephedrine,,8,2009/3/8,2
186824,Fexofenadine / pseudoephedrine,Allergic Rhinitis,9,2014/8/29,8
186838,Fexofenadine / pseudoephedrine,Allergic Rhinitis,10,2009/10/13,18
186826,Fexofenadine / pseudoephedrine,Allergic Rhinitis,7,2013/9/25,8
186816,Fexofenadine / pseudoephedrine,Allergic Rhinitis,5,2016/11/16,0
186818,Fexofenadine / pseudoephedrine,Allergic Rhinitis,2,2016/8/18,4
186849,Fexofenadine / pseudoephedrine,Allergic Rhinitis,9,2008/10/1,10
186819,Fexofenadine / pseudoephedrine,Allergic Rhinitis,1,2016/5/14,1
187032,FiberCon,Constipation,9,2010/12/10,7
215336,Fidaxomicin,Clostridial Infection,1,2016/9/17,0
131340,Finacea,Rosacea,9,2017/11/13,0
131332,Finacea,Rosacea,9,2012/4/26,30
131324,Finacea,Rosacea,2,2014/3/30,33
131320,Finacea,Acne,10,2014/11/5,63
131315,Finacea,Rosacea,9,2015/6/16,24
131323,Finacea,Rosacea,10,2014/5/28,39
25477,Finasteride,Androgenetic Alopecia,9,2010/5/8,56
25475,Finasteride,Androgenetic Alopecia,8,2011/1/19,45
25481,Finasteride,Benign Prostatic Hyperplasia,3,2009/2/15,70
25423,Finasteride,Androgenetic Alopecia,8,2017/1/30,19
25487,Finasteride,Androgenetic Alopecia,1,2016/1/20,19
25506,Finasteride,Androgenetic Alopecia,8,2013/5/21,54
25483,Finasteride,Androgenetic Alopecia,1,2016/3/20,19
25460,Finasteride,Benign Prostatic Hyperplasia,1,2017/5/9,7
25466,Finasteride,Androgenetic Alopecia,10,2017/2/21,28
25468,Finasteride,Androgenetic Alopecia,8,2017/2/11,8
25430,Finasteride,Androgenetic Alopecia,5,2016/9/8,22
25437,Finasteride,Androgenetic Alopecia,10,2016/6/22,32
25426,Finasteride,Benign Prostatic Hyperplasia,7,2016/12/14,25
25452,Finasteride,Androgenetic Alopecia,7,2017/8/28,10
25478,Finasteride,Androgenetic Alopecia,8,2010/1/28,65
25493,Finasteride,Androgenetic Alopecia,1,2015/10/10,21
25467,Finasteride,Androgenetic Alopecia,9,2017/2/17,18
25461,Finasteride,Androgenetic Alopecia,1,2017/4/19,11
25434,Finasteride,Androgenetic Alopecia,9,2016/7/12,14
25432,Finasteride,Benign Prostatic Hyperplasia,6,2016/8/25,16
174987,Fingolimod,Multiple Sclerosis,9,2011/10/23,64
175029,Fingolimod,Multiple Sclerosis,10,2015/1/31,64
175018,Fingolimod,Multiple Sclerosis,1,2016/8/29,32
175025,Fingolimod,Multiple Sclerosis,7,2015/8/5,40
174988,Fingolimod,Multiple Sclerosis,10,2011/9/18,95
174980,Fingolimod,Multiple Sclerosis,10,2013/1/11,165
174998,Fingolimod,Multiple Sclerosis,8,2011/1/26,7
